date,temperature,precipitation,humidity,wind,season
2025-04-28,25.5,0.0,48,13.1,spring
2025-04-29,23.9,0.0,45,14.6,spring
2025-04-30,23.3,0.0,49,13.7,spring
2025-05-01,23.3,0.0,40,14.4,spring
2025-05-02,24.0,0.0,38,14.4,spring
2025-05-03,24.4,0.0,41,14.2,spring
2025-05-04,23.3,0.0,59,18.0,spring
2025-05-05,20.0,0.0,95,22.6,spring
2025-05-06,18.9,0.0,98,17.3,spring
2025-05-07,21.7,0.0,59,14.1,spring
2025-05-08,23.9,0.0,52,13.0,spring
2025-05-09,25.6,0.0,48,14.5,spring
2025-05-10,26.7,0.0,51,15.5,spring
2025-05-11,26.4,0.1,62,15.1,spring
2025-05-12,25.3,0.0,69,12.4,spring
2025-05-13,25.4,0.0,43,12.9,spring
2025-05-14,25.8,0.0,42,13.3,spring
2025-05-15,26.1,0,42,14.0,spring
2025-05-16,NA,0,NA,NA,spring
2025-05-17,NA,0,NA,NA,spring
